date,prob_3m,prob_6m,regime
2018-03-31,0.8055061341075191,0.7239654492363069,inflation_up_strong
2018-04-30,0.7597274259664598,0.6731496383438981,inflation_up_strong
2018-05-31,0.6332899533850977,0.639323453909275,short_term_reflation
2018-06-30,0.1373233905577065,0.5893238763723113,short_term_disinflation
2018-07-31,0.1373233905577065,0.5443668843818039,short_term_disinflation
2018-08-31,0.10362955634888,0.5239113198445148,short_term_disinflation
2018-09-30,0.10362955634888,0.5048948526170622,short_term_disinflation
2018-10-31,0.10362955634888,0.4912318875301418,short_term_disinflation
2018-11-30,0.10362955634888,0.525816485737018,short_term_disinflation
2018-12-31,0.2633645160627519,0.5235382265594624,short_term_disinflation
2019-01-31,0.4211123816984749,0.5611353038469857,neutral
2019-02-28,0.8385878044608015,0.5962229093886713,short_term_reflation
2019-03-31,0.4211123816984749,0.628510175529083,neutral
2019-04-30,0.2366537606323167,0.6842663480998212,inflation_peak
2019-05-31,0.2466417614634095,0.654000852754492,inflation_peak
2019-06-30,0.5215639588957932,0.6117646949811915,neutral
2019-07-31,0.4108306742502149,0.5549776473071726,neutral
2019-08-31,0.7666620707083824,0.5393277104663157,short_term_reflation
2019-09-30,0.7320152045221222,0.5744448617756633,short_term_reflation
2019-10-31,0.6225478960554098,0.6141581313383393,short_term_reflation
2019-11-30,0.4190473521267479,0.6286975073456693,neutral
2019-12-31,0.3314171344722158,0.6128753171241381,short_term_disinflation
2020-01-31,0.3395041084345427,0.6253002709571542,short_term_disinflation
2020-02-29,0.5326000366536685,0.6009721024821396,neutral
2020-03-31,0.2466819285544554,0.605912207783442,short_term_disinflation
2020-04-30,0.6432492726914733,0.6344815566915063,short_term_reflation
2020-05-31,0.6893863176241766,0.7483653361426719,inflation_up_strong
2020-06-30,0.6893863176241766,0.8553088381352003,inflation_up_strong
2020-07-31,0.6432492726914733,0.9122963026974836,inflation_up_strong
2020-08-31,0.6893863176241766,0.9407096786274096,inflation_up_strong
2020-09-30,0.7380397550686824,0.925084741215073,inflation_up_strong
2020-10-31,0.8864373840181322,0.8740222006847471,inflation_up_strong
2020-11-30,0.8864373840181322,0.856130656180867,inflation_up_strong
2020-12-31,0.9317343415325086,0.8821960848457789,inflation_up_strong
2021-01-31,0.7302382378715008,0.9011349586053152,inflation_up_strong
2021-02-28,0.615091200896833,0.9134132042605702,inflation_up_strong
2021-03-31,0.7773910396829367,0.9055176033769112,inflation_up_strong
2021-04-30,0.6476775097615347,0.8658896882762558,inflation_up_strong
2021-05-31,0.857258087280204,0.8096553292077414,inflation_up_strong
2021-06-30,0.9665457059255514,0.7102605187606205,inflation_up_strong
2021-07-31,0.9463240687819232,0.5846466718914,short_term_reflation
2021-08-31,0.7803543201488055,0.5027011463350175,short_term_reflation
2021-09-30,0.9422063023995988,0.5029678366726675,short_term_reflation
2021-10-31,0.940527578110856,0.5628539930168938,short_term_reflation
2021-11-30,0.8951791438293268,0.5755968765264826,short_term_reflation
2021-12-31,0.9318716830633728,0.5606979609534728,short_term_reflation
2022-01-31,0.9328151127895324,0.4749966986007283,short_term_reflation
2022-02-28,0.8927535867941583,0.3243563649170615,inflation_bottoming
2022-03-31,0.5372805281984206,0.2373120601818439,disinflation
2022-04-30,0.3755221333726542,0.233408594511939,disinflation_strong
2022-05-31,0.2531414034453867,0.1795392596455811,disinflation_strong
2022-06-30,0.4367706369503417,0.0914313100341005,disinflation
2022-07-31,0.3209617614170374,0.044695906963118,disinflation_strong
2022-08-31,0.1373827963145658,0.0421443439574745,disinflation_strong
2022-09-30,0.1555583462701814,0.0516402462182113,disinflation_strong
2022-10-31,0.1106215993134275,0.0456551196916445,disinflation_strong
2022-11-30,0.1106215993134275,0.0562643176487665,disinflation_strong
2022-12-31,0.2048540587139854,0.0969233087226145,disinflation_strong
2023-01-31,0.0869280066368314,0.10611204705535,disinflation_strong
2023-02-28,0.0978206122786391,0.1399137351430865,disinflation_strong
2023-03-31,0.1382943423968716,0.1805541945369846,disinflation_strong
2023-04-30,0.1049378889930217,0.1947394561775204,disinflation_strong
2023-05-31,0.4889598170164192,0.1990257618604935,disinflation
2023-06-30,0.7265777137849371,0.2141735179901264,inflation_bottoming
2023-07-31,0.5914389299332712,0.2648435020575645,disinflation
2023-08-31,0.1375661400978957,0.2836224985333602,disinflation_strong
2023-09-30,0.0879944824053536,0.2287875556399505,disinflation_strong
2023-10-31,0.138140084933056,0.2616671631492911,disinflation_strong
2023-11-30,0.217899041257601,0.2143914123093974,disinflation_strong
2023-12-31,0.1245691827967192,0.1511134742282424,disinflation_strong
2024-01-31,0.7137388628257679,0.1715042009354536,inflation_bottoming
2024-02-29,0.6997863449075459,0.2130160057732356,inflation_bottoming
2024-03-31,0.1040604689869124,0.2363438895449738,disinflation_strong
2024-04-30,0.0991324983231804,0.2314924934160821,disinflation_strong
2024-05-31,0.2152439571701014,0.2196627761235415,disinflation_strong
2024-06-30,0.0867467111464249,0.2124965957916867,disinflation_strong
2024-07-31,0.1014359271343437,0.1850076527560152,disinflation_strong
2024-08-31,0.8057112549763469,0.1797933264499393,inflation_bottoming
2024-09-30,0.8915796299801731,0.2386640112059335,inflation_bottoming
2024-10-31,0.8451345530401471,0.3123054645607783,inflation_bottoming
2024-11-30,0.7206258972677577,0.3733840619878626,short_term_reflation
2024-12-31,0.2395799568883419,0.4119945897245441,short_term_disinflation
2025-01-31,0.2871575433794472,0.448611413033939,short_term_disinflation
2025-02-28,0.3034434785994031,0.4382346460747992,short_term_disinflation
2025-03-31,0.3034434785994031,0.4180350622966355,short_term_disinflation
2025-05-31,0.9545005786438596,0.4313636819676338,short_term_reflation
2025-06-30,0.843694122987206,0.4461432288136009,short_term_reflation
2025-08-31,0.8760841732657678,0.4850659419591988,short_term_reflation
